item,itemLabel,itemDescription,sVolume,Volume,short_name,dblpProceedingsId,title,language_of_work_or_name,language_of_work_or_nameLabel,URN_NBN,publication_date,described_at_URL,event,eventLabel,eventSeries,eventSeriesLabel,eventSeriesOrdinal,dblpEventId,fullWorkUrl,ppnId,homePage
http://www.wikidata.org/entity/Q107266045,"Proceedings of the KI'94 Workshop KRDB'94, Saarbrücken, Germany, Sept. 20-22, 1994",academic workshop proceedings,1,1,KRDB '94,conf/krdb/94,"Proceedings of the KI'94 Workshop KRDB'94, Saarbrücken, Germany, Sept. 20-22, 1994",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-1-5,1995/4/6 0:00,http://ceur-ws.org/Vol-1/,http://www.wikidata.org/entity/Q113673790,Reasoning about Structured Objects: Knowledge Representation Meets Databases (KRDB '94),,,,conf/krdb/krdb94,,,
http://www.wikidata.org/entity/Q113499885,KRDB '95,Reasoning about structured objects - knowledge representation meets databases 1995.,2,2,KRDB '95,conf/krdb/95,Reasoning about structured objects - knowledge representation meets databases 1995.,,,urn:nbn:de:0074-2-8,1996/1/31 0:00,http://ceur-ws.org/Vol-2/,http://www.wikidata.org/entity/Q106338753,"KRDB-95: Reasoning about Structured Objects: Knowledge Representation Meets Databases, 2nd Workshop KRDB'95, Bielefeld, Germany, Septtember 11-12, 1995",http://www.wikidata.org/entity/Q105698924,Knowledge Representation Meets Databases,2,,,,
http://www.wikidata.org/entity/Q113499933,EMISA '95,Proceedings EMISA-Fachgruppentreffen '95,3,3,EMISA '95,conf/emisa/1995,Requirements Engineering für Informationssysteme.,http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-3-1,1996/3/1 0:00,http://ceur-ws.org/Vol-3/,http://www.wikidata.org/entity/Q113673791,Requirements Engineering für Informationssysteme,,,,conf/emisa/emisa1995,,,
http://www.wikidata.org/entity/Q113500136,Proceedings of the 3rd Workshop on Knowledge Representation Meets Databases,Knowledge representation meets databases 1996.,4,4,KRDB '96,conf/krdb/96,"Proceedings of 3rd Workshop KRDB'96, Budapest, Hungary, August 13, 1996.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-4-5,1996/6/5 0:00,http://ceur-ws.org/Vol-4/,http://www.wikidata.org/entity/Q113673794,3rd Workshop on Knowledge Representation Meets Databases,,,,conf/krdb/krdb96,,,
http://www.wikidata.org/entity/Q113500148,EMISA '96,"Informationsserver für das Internet - Anforderungen, Konzepte, Methoden.",5,5,EMISA '96,conf/emisa/1996,"Proceedings EMISA-Fachgruppentreffen '96, Aachen, Germany, October 9-11, 1996.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-5-8,1996/9/26 0:00,http://ceur-ws.org/Vol-5/,http://www.wikidata.org/entity/Q106332645,"Informationsserver für das Internet: Anforderungen, Konzepte, Methoden, EMISA-Fachgruppentreffen 1996, Aachen, Deutschland, 9.-11. Oktober 1996",,,,,,,
http://www.wikidata.org/entity/Q113500159,Bildverarbeitung für die Medizin Algorithmen - Systeme - Anwendungen Proceedings des Aachener Workshops am Institut für Medizinische Informatik und Biometrie der RWTH Aachen am 8. und 9. November 1996,Tagungsband,6,6,BVM 1996,conf/bildmed/1996,"Proceedings Aachener Workshop, Aachen, Germany, November 8-9, 1996.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-6-1,1996/11/1 0:00,http://ceur-ws.org/Vol-6/,http://www.wikidata.org/entity/Q113673795,Bildverarbeitung für die Medizin 1996,,,,conf/bildmed/bildmed1996,,,
http://www.wikidata.org/entity/Q113500193,Proceedings of the SIGIR'96 Workshop on Networked Information Retrieval,Proceedings of the NIR '96 workshop,7,7,NIR'96,conf/nir/1996,"Proceedings of the SIGIR'96 Workshop on Networked Information Retrieval, Zurich, Switzerland, August 22, 1996.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-7-4,1996/11/25 0:00,http://ceur-ws.org/Vol-7/,http://www.wikidata.org/entity/Q113673796,Workshop on Networked Information Retrieval,,,,conf/nir/nir1996,,,
http://www.wikidata.org/entity/Q113500205,KRDB-97,Proceedings Intelligent Access to Heterogeneous Information.,8,8,Intelligent Access to Heterogeneous Information.,conf/krdb/97,"Proceedings of the 4th Workshop KRDB-97, Athens, Greece, August 30, 1997.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-8-7,1997/8/31 0:00,http://ceur-ws.org/Vol-8/,http://www.wikidata.org/entity/Q106338752,"Intelligent Access to Heterogeneous Information, 4th Workshop KRDB-97, Athens, Greece, August 30, 1997",http://www.wikidata.org/entity/Q105698924,Knowledge Representation Meets Databases,4,,,,
http://www.wikidata.org/entity/Q113500208,Modellierung '98.,Proceedings Modellierung '98.,9,9,Modellierung '98.,conf/modellierung/1998,"Proceedings GI-Workshop, Münster, 11.-13. März 1998.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-9-6,1998/3/30 0:00,http://ceur-ws.org/Vol-9/,http://www.wikidata.org/entity/Q113673797,Modellierung '98,,,,conf/modellierung/modellierung1998,,,
http://www.wikidata.org/entity/Q113500211,KRDB-98,Proceedings Innovative Application Programming and Query Interfaces.,10,10,Innovative Application Programming and Query Interfaces.,conf/krdb/98,"Proceedings of the 5th Workshop KRDB-98, Seattle, WA, USA, May 31, 1998.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-10-0,1998/5/19 0:00,http://ceur-ws.org/Vol-10/,http://www.wikidata.org/entity/Q113673799,Innovative Application ProgrammingandQuery Interfaces,,,,conf/krdb/krdb98,,,
http://www.wikidata.org/entity/Q113500245,Proceedings of the 1998 International Workshop on Description Logics (DL'98),Proceedings Description Logics 1998.,11,11,Description Logics 1998.,conf/dlog/1998,"Proceedings of the 1998 International Workshop on Description Logics (DL'98), IRST, Povo -- Trento, Italy, June 6 - June 8, 1998.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-11-3,1998/5/29 0:00,http://ceur-ws.org/Vol-11/,http://www.wikidata.org/entity/Q113673800,1998 International Workshop on Description Logics,,,,conf/dlog/dlog1998,,,
http://www.wikidata.org/entity/Q113500483,Bildverarbeitung für die Medizin 1998,Proceedings Bildverarbeitung für die Medizin 1998: Algorithmen - Systeme - Anwendungen.,12,12,Bildverarbeitung für die Medizin 1998: Algorithmen - Systeme - Anwendungen.,conf/bildmed/1998,"Proceedings Aachener Workshop, Aachen, Germany, March 26-27, 1998.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-12-6,1998/6/4 0:00,http://ceur-ws.org/Vol-12/,http://www.wikidata.org/entity/Q113673801,Bildverarbeitung für die Medizin 1998,,,,conf/bildmed/bildmed1998,,,
http://www.wikidata.org/entity/Q113500626,Proceedings of the Second International Conference on Practical Aspects of Knowledge Management,Proceedings Practical Aspects of Knowledge Management.,13,,Practical Aspects of Knowledge Management.,conf/pakm/1998,"Proceedings of the Second International Conference (PAKM'98), Basel, Switzerland, October 29-30, 1998.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-13-0,1998/11/12 0:00,http://ceur-ws.org/Vol-13/,http://www.wikidata.org/entity/Q113673802,Second International Conference on Practical Aspects of Knowledge Management,,,,conf/pakm/pakm1998,,,
http://www.wikidata.org/entity/Q113500628,OM-98,"Proceedings Building, Maintaining, and Using Organizational Memories.",14,,"Building, Maintaining, and Using Organizational Memories.",conf/om/1998,"Proceedings of the 1st Workshop OM-98, Brighton, UK,  August 24-25, 1998.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-14-3,1998/8/19 0:00,http://ceur-ws.org/Vol-14/,http://www.wikidata.org/entity/Q113673804,"Building, Maintaining, and Using Organizational Memories (OM-98)",,,,conf/om/om1998,,,
http://www.wikidata.org/entity/Q113500632,EMISA '98,"Integration von Mensch, Organisation und Technik: eine partielle Bilanz.",15,,EMISA '98,conf/emisa/1998,"Proceedings EMISA-Fachgruppentreffen '98, Gelsenkirchen, Germany, October 7-9, 1998.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-15-6,1999/1/11 0:00,http://ceur-ws.org/Vol-15/,http://www.wikidata.org/entity/Q113673806,"EMISA-Fachgruppentreffen 1998 -Integration von Mensch, Organisation und Technik:eine partielle Bilanz",,,,conf/emisa/emisa1998,,,
http://www.wikidata.org/entity/Q113500737,KR'98,1998 European Workshop on Validation and Verification of Knowledge-Based Systems,16,,KR'98,conf/eurovav/1998,"Proceedings of the 1998 European Workshop, IRST, Povo -- Trento, Italy, June 6 - June 8, 1998.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-16-0,1999/3/26 0:00,http://ceur-ws.org/Vol-16/,,,,,,,,,
http://www.wikidata.org/entity/Q113500738,Cross-Organisational Workflow 1999,Cross-Organisational Workflow Management and Co-ordination.,17,,Cross-Organisational Workflow 1999,conf/workflow/1999wacc,"Proceedings, San Francisco, USA, February 22, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-17-3,1999/3/29 0:00,http://ceur-ws.org/Vol-17/,http://www.wikidata.org/entity/Q113673809,Cross-Organisational Workflow Management and Co-ordination,,,,conf/workflow/WACCworkflow1999,,,
http://www.wikidata.org/entity/Q113500747,KRR5,Ontologies and Problem-Solving Methods: Lessons Learned and Future Trends.,18,,KRR5,,"Proceedings of the Workshop KRR5 at IJCAI'99, Stockholm, Sweden, August 2, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-18-6,1999/6/22 0:00,http://ceur-ws.org/Vol-18/,http://www.wikidata.org/entity/Q113673811,IJCAI-99 Workshop on Ontologies and Problem-Solving Methods: Lessons Learned and Future Trends,,,,,,,
http://www.wikidata.org/entity/Q113500749,DMW'99,Design and Management of Data Warehouses.,19,,DMW'99,conf/dmdw/1999,"Proceedings of the Intl. Workshop DMDW'99 at CAiSE*99, Heidelberg, Germany, June 14-15, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-19-4,1999/6/23 0:00,http://ceur-ws.org/Vol-19/,http://www.wikidata.org/entity/Q106332362,"Intl. Workshop on Design and Management of Data Warehouses, DMDW'99, Heidelberg, Germany, June 14-15, 1999",http://www.wikidata.org/entity/Q105698581,Design and Management of Data Warehouses,1,,,,
http://www.wikidata.org/entity/Q113500753,Bildverarbeitung für die Medizin 1999,Bildverarbeitung für die Medizin 1999: Algorithmen - Systeme - Anwendungen.,20,,Bildverarbeitung für die Medizin 1999,conf/bildmed/1999,"Proceedings Heidelberger Workshop, Heidelberg, Germany, March 4-5, 1999.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-20-3,1999/5/18 0:00,http://ceur-ws.org/Vol-20/,http://www.wikidata.org/entity/Q113674169,Bildverarbeitung für die Medizin 1999,,,,conf/bildmed/bildmed99,,,
http://www.wikidata.org/entity/Q113501254,Proceedings of the 6th International Workshop on Knowledge Representation meets Databases (KRDB'99),Knowledge Representation meets Databases 1999.,21,,KRDB '99,conf/krdb/99,"Proceedings of the 6th Intl. Workshop KRDB'99, Linköping, Sweden, July 29-30, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-21-6,1999/7/6 0:00,http://ceur-ws.org/Vol-21/,http://www.wikidata.org/entity/Q113673814,6th International Workshop on Knowledge Representation meets Databases (KRDB'99),,,,conf/krdb/krdb99,,,
http://www.wikidata.org/entity/Q113501258,Proceedings of the 1999 International Workshop on Description Logics (DL'99),Description Logic 99,22,,DL'99,conf/dlog/1999,"Proceedings of the Intl. Workshop DL'99, Linköping, Sweden, July 30 - August 1, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-22-9,1999/7/6 0:00,http://ceur-ws.org/Vol-22/,http://www.wikidata.org/entity/Q113673815,1999 International Workshop on Description Logics (DL'99),,,,conf/dlog/dlog1999,,,
http://www.wikidata.org/entity/Q113501259,Proceedings of the IJCAI-99 Workshop on Intelligent Information Integration,Intelligent Information Integration.,23,,IJCAI-99,conf/ijcai/1999iii,"Proceedings of the Workshop III-99 at IJCAI-99, Stockholm, Sweden, July 31, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-23-3,1999/7/5 0:00,http://ceur-ws.org/Vol-23/,http://www.wikidata.org/entity/Q113673816,IJCAI-99 Workshop on Intelligent Information Integration,,,,conf/ijcai/ijcai99iii,,,
http://www.wikidata.org/entity/Q113501260,Proceedings of the Workshop Informatik '99,"Enterprise-wide and Cross-enterprise Workflow Management: Concepts, Systems, Applications.",24,,"Enterprise-wide and Cross-enterprise Workflow Management: Concepts, Systems, Applications.",conf/workflow/1999,"Proceedings of the Workshop at Informatik'99, Paderborn, Germany, October 6, 1999.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-24-6,1999/10/15 0:00,http://ceur-ws.org/Vol-24/,http://www.wikidata.org/entity/Q113673817,"Workshop Informatik '99 Enterprise-wide and Cross-enterprise Workflow Management:Concepts, Systems, Applications",,,,conf/workflow/GIworkflow1999,,,
http://www.wikidata.org/entity/Q113501261,FDBS-99,Föderierte Datenbanken.,25,,FDBS-99,conf/fdbs/1999,"Proceedings of the 4th Workshop FDBS-99, Berlin, Germany, November 25-26, 1999.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-25-9,1999/12/7 0:00,http://ceur-ws.org/Vol-25/,http://www.wikidata.org/entity/Q106339559,"4. Workshop Föderierte Datenbanken, Berlin, Germany, November 25-26, 1999",http://www.wikidata.org/entity/Q105699023,Workshop Föderierte Datenbanken,4,,,,
http://www.wikidata.org/entity/Q113501262,Proceedings of the 6th Workshop AWPN-99,Algorithmen und Werkzeuge für Petrinetze.,26,,AWPN-99,conf/awpn/1999,"Proceedings of the 6th Workshop AWPN-99, Frankfurt, Germany, October 11-12, 1999.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-26-3,2000/1/25 0:00,http://ceur-ws.org/Vol-26/,http://www.wikidata.org/entity/Q113673818,6th Workshop on Algorithmen und Werkzeuge für Petrinetze (AWPN'99),,,,conf/awpn/awpn1999,,,
http://www.wikidata.org/entity/Q113501263,Bildverarbeitung für die Medizin 2000,Bildverarbeitung für die Medizin 2000: Algorithmen - Systeme - Anwendungen.,27,,Bildverarbeitung für die Medizin 2000,conf/bildmed/2000,Proceedings des Workshops vom 12. bis 14. März 2000 in München.,http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-27-6,2000/3/24 0:00,http://ceur-ws.org/Vol-27/,http://www.wikidata.org/entity/Q113673821,Bildverarbeitung für die Medizin 2000,,,,conf/bildmed/bildmed2000,,,
http://www.wikidata.org/entity/Q113501264,DMDW'2000,Design and Management of Data Warehouses.,28,,DMDW'2000,conf/dmdw/2000,"Proceedings of the 2nd Intl. Workshop DMDW'2000 at CAiSE*00, Stockholm, Sweden, June 5-6, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-28-9,2000/5/31 0:00,http://ceur-ws.org/Vol-28/,http://www.wikidata.org/entity/Q113673823,Design and Management of Data Warehouses,,,,conf/dmdw/dmdw2000,,,
http://www.wikidata.org/entity/Q113501265,KRDB'2000,Knowledge Representation meets Databases 2000.,29,,KRDB'2000,conf/krdb/2000,"Proceedings of the 7th Intl. Workshop KRDB'2000, Berlin, Germany, August 21, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-29-8,2000/7/11 0:00,http://ceur-ws.org/Vol-29/,http://www.wikidata.org/entity/Q106245781,"7th International Workshop on Knowledge Representation meets Databases (KRDB 2000), Berlin, Germany, August 21, 2000",http://www.wikidata.org/entity/Q105698924,Knowledge Representation Meets Databases,7,,,,
http://www.wikidata.org/entity/Q113501266,ISDO '00,Infrastructure for Dynamic Business-to-Business Service Outsourcing.,30,,ISDO '00,conf/isdo/2000,"Proceedings of the First Workshop at CAiSE*00, Stockholm, Sweden, June 5-6, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-30-6,2000/7/12 0:00,http://ceur-ws.org/Vol-30/,http://www.wikidata.org/entity/Q113673825,ISDO '00 Infrastructure for Dynamic Business-to-Business Service Outsourcing,,,,conf/isdo/isdo2000,,,
http://www.wikidata.org/entity/Q113502206,OL'2000,ECAI'2000 Workshop on Ontology Learning.,31,,ECAI'2000 Workshop on Ontology Learning,conf/ecai/2000ol,"Proceedings of the First Workshop on Ontology Learning OL'2000, Berlin, Germany, August 25, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-31-9,2000/6/26 0:00,http://ceur-ws.org/Vol-31/,http://www.wikidata.org/entity/Q113673826,ECAI'2000 Workshop on,,,,conf/ecai/ecai2000ol,,,
http://www.wikidata.org/entity/Q113502209,"Proceedings of the 7th Workshop on Automated Reasoning, London, UK, July 20-21, 2000.",Automated Reasoning Workshop 2000: Bridging the Gap between Theory and Practice.,32,,Automated Reasoning Workshop 2000: Bridging the Gap between Theory and Practice,conf/arw/2000,"Proceedings of the 7th Workshop on Automated Reasoning, London, UK, July 20-21, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-32-3,2000/8/22 0:00,http://ceur-ws.org/Vol-32/,http://www.wikidata.org/entity/Q113673827,Automated Reasoning Workshop 2000,,,,conf/arw/arw2000,http://ceur-ws.org/Vol-32/,,
http://www.wikidata.org/entity/Q113511455,"Proceedings of the 2000 Intl. Workshop on Description Logics, Aachen, Germany, August 17-19, 2000.",Workshop Proceedings DL-2000,33,,DL-2000,conf/dlog/2000,"Proceedings of the 2000 Intl. Workshop on Description Logics, Aachen, Germany, August 17-19, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-33-6,2000/7/18 0:00,http://ceur-ws.org/Vol-33/,http://www.wikidata.org/entity/Q113673829,2000 International Workshop on Description Logics (DL2000),,,,conf/dlog/dlog2000,http://ceur-ws.org/Vol-33/,,
http://www.wikidata.org/entity/Q113511457,"Proceedings of the Third International Conference (PAKM 2000), Basel, Switzerland, October 30-31, 2000.",Workshop Proceedings PAKM 2000,34,,PAKM 2000,conf/pakm/2000,"Proceedings of the Third International Conference (PAKM 2000), Basel, Switzerland, October 30-31, 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-34-9,2000/11/13 0:00,http://ceur-ws.org/Vol-34/,http://www.wikidata.org/entity/Q106246098,"PAKM 2000, Third International Conference on Practical Aspects of Knowledge Management, Third International Conference, Basel, Switzerland, October 30-31, 2000",http://www.wikidata.org/entity/Q105696269,Practical Aspects of Knowledge Management,3,,http://ceur-ws.org/Vol-34/,,
http://www.wikidata.org/entity/Q113511459,"Proceedings of the 10th International Conference (ILP 2000), London, July 2000.",Workshop Proceedings ILP2000 Work-in-progress reports,35,,ILP2000 Work-in-progress reports,conf/ilp/2000wip,"Proceedings of the 10th International Conference (ILP 2000), London, July 2000.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-35-3,2000/11/2 0:00,http://ceur-ws.org/Vol-35/,http://www.wikidata.org/entity/Q113673831,"Inductive Logic Programming 10th International Conference, ILP 2000 Work-in-progress reports",,,,conf/ilp/ilp2000wip,http://ceur-ws.org/Vol-35/,,
http://www.wikidata.org/entity/Q113511461,Proceedings des Workshops vom 4. bis 6. März 2001 in Lübeck.,Workshop Proceedings WMBV'2001,36,,WMBV'2001,conf/bildmed/2001,Proceedings des Workshops vom 4. bis 6. März 2001 in Lübeck.,http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-36-6,2001/3/28 0:00,http://ceur-ws.org/Vol-36/,http://www.wikidata.org/entity/Q113673832,Bildverarbeitung für die Medizin 2001,,,,conf/bildmed/bildmed2001,http://ceur-ws.org/Vol-36/,,
http://www.wikidata.org/entity/Q113511462,"Proceedings des Workshops anlässlich der WM'2001 in Baden-Baden, 14-16 März 2001.",Workshop Proceedings WM-2001,37,,WM-2001,,"Proceedings des Workshops anlässlich der WM'2001 in Baden-Baden, 14-16 März 2001.",http://www.wikidata.org/entity/Q188,German,urn:nbn:de:0074-37-9,2001/3/7 0:00,http://ceur-ws.org/Vol-37/,http://www.wikidata.org/entity/Q113673833,Geschäftsprozessorientiertes Wissensmanagement - Von der Strategie zum Content,,,,,http://ceur-ws.org/Vol-37/,,
http://www.wikidata.org/entity/Q113511463,"Proceedings of the Second Workshop on Ontology Learning OL'2001, Seattle, USA, August 4, 2001.",Workshop Proceedings KRDB-98,38,,KRDB-98,conf/ijcai/2001ol,"Proceedings of the Second Workshop on Ontology Learning OL'2001, Seattle, USA, August 4, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-38-3,2001/4/25 0:00,http://ceur-ws.org/Vol-38/,http://www.wikidata.org/entity/Q113673834,IJCAI'2001 Workshop on,,,,conf/ijcai/ijcai2001ol,http://ceur-ws.org/Vol-38/,,
http://www.wikidata.org/entity/Q113511464,"Proceedings of the 3rd Intl. Workshop DMDW'2001 at CAiSE*01, Interlaken, Switzerland, June 4, 2001.",Workshop Proceedings DMDW-2001,39,,DMDW-2001,conf/dmdw/2001,"Proceedings of the 3rd Intl. Workshop DMDW'2001 at CAiSE*01, Interlaken, Switzerland, June 4, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-39-1,2001/7/30 0:00,http://ceur-ws.org/Vol-39/,http://www.wikidata.org/entity/Q106332360,"3rd Intl. Workshop on Design and Management of Data Warehouses, DMDW'2001, Interlaken, Switzerland, June 4, 2001",http://www.wikidata.org/entity/Q105698581,Design and Management of Data Warehouses,3,,http://ceur-ws.org/Vol-39/,,
http://www.wikidata.org/entity/Q113511466,"Proceedings 2nd Intl. Workshop on the Semantic Web (SemWeb'2001), Hong Kong, China, May 1, 2001.",Workshop Proceedings SEMWEB'2001,40,,SEMWEB'2001,conf/sww/2001,"Proceedings 2nd Intl. Workshop on the Semantic Web (SemWeb'2001), Hong Kong, China, May 1, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-40-9,2001/5/10 0:00,http://ceur-ws.org/Vol-40/,http://www.wikidata.org/entity/Q106338638,"Second International Workshop on the Semantic Web - SemWeb'2001, Hongkong, China, May 1, 2001",http://www.wikidata.org/entity/Q105700351,International Workshop on the Semantic Web,2,,http://ceur-ws.org/Vol-40/,,
http://www.wikidata.org/entity/Q113511467,"Proceedings 9th Intl. Conference on Conceptual Structures (ICCS'01), Stanford, Calif., USA, July 30 to August 3, 2001.",Workshop Proceedings ICCS'01,41,,ICCS'01,,"Proceedings 9th Intl. Conference on Conceptual Structures (ICCS'01), Stanford, Calif., USA, July 30 to August 3, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-41-3,2001/7/30 0:00,http://ceur-ws.org/Vol-41/,http://www.wikidata.org/entity/Q113673836,The 9th International Conference on Conceptual Structures,,,,,http://ceur-ws.org/Vol-41/,,
http://www.wikidata.org/entity/Q113511468,"Proceedings of the CLKDD*01 Workshop on Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases, Stanford, Calif., USA, July 30, 2001.",Workshop Proceedings CLKDD '01,42,,CLKDD '01,,"Proceedings of the CLKDD*01 Workshop on Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases, Stanford, Calif., USA, July 30, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-42-6,2001/7/30 0:00,http://ceur-ws.org/Vol-42/,http://www.wikidata.org/entity/Q113673837,"CLKDD'01 Concept Lattices-based Theory, Methods and Tools for Knowledge Discovery in Databases",,,,,http://ceur-ws.org/Vol-42/,,
http://www.wikidata.org/entity/Q113511469,"Proceedings of the First International Workshop on Multimedia Data and Document Engineering, Lyon, France, July 4, 2001.",Workshop Proceedings MDDE'01,43,,MDDE'01,,"Proceedings of the First International Workshop on Multimedia Data and Document Engineering, Lyon, France, July 4, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-43-9,2001/7/30 0:00,http://ceur-ws.org/Vol-43/,http://www.wikidata.org/entity/Q113673839,MDDE'01 Multimedia Data and Document Engineering,,,,,http://ceur-ws.org/Vol-43/,,
http://www.wikidata.org/entity/Q113511470,"Proceedings of the KI-2001 Workshop on Applications of Description Logics, Vienna, Austria, September 18, 2001.",Workshop Proceedings ADL-01,44,,ADL-01,,"Proceedings of the KI-2001 Workshop on Applications of Description Logics, Vienna, Austria, September 18, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-44-3,2001/8/31 0:00,http://ceur-ws.org/Vol-44/,http://www.wikidata.org/entity/Q113673840,ADL-2001 2001 Workshop on Applications of Description Logics,,,,,http://ceur-ws.org/Vol-44/,,
http://www.wikidata.org/entity/Q113511472,"Proceedings of the 8th Intl. Workshop on Knowledge Representation meets Databases (KRDB'2001), Rome, Italy, September 15, 2001.",Workshop Proceedings KRDB'01,45,,KRDB'01,conf/krdb/2001,"Proceedings of the 8th Intl. Workshop on Knowledge Representation meets Databases (KRDB'2001), Rome, Italy, September 15, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-45-6,2001/10/22 0:00,http://ceur-ws.org/Vol-45/,http://www.wikidata.org/entity/Q113673842,8th International Workshop on Knowledge Representation meets Databases (KRDB2001),,,,conf/krdb/krdb2001,http://ceur-ws.org/Vol-45/,,
http://www.wikidata.org/entity/Q113511473,"Proceedings of the AA*01 Workshop no. 7 on Multimodal Communication and Context in Embodied Agents, Montreal, May 29, 2001.",Workshop Proceedings ISDO '00,46,,ISDO '00,,"Proceedings of the AA*01 Workshop no. 7 on Multimodal Communication and Context in Embodied Agents, Montreal, May 29, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-46-9,2001/8/9 0:00,http://ceur-ws.org/Vol-46/,http://www.wikidata.org/entity/Q113673843,Multimodal Communication and Context in Embodied Agents,,,,,http://ceur-ws.org/Vol-46/,,
http://www.wikidata.org/entity/Q113511474,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing, Seattle, USA, August 4-5, 2001.",Workshop Proceedings ONTOL-2,47,,ONTOL-2,conf/ijcai/2001ois,"Proceedings of the IJCAI-01 Workshop on Ontologies and Information Sharing, Seattle, USA, August 4-5, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-47-3,2001/8/16 0:00,http://ceur-ws.org/Vol-47/,http://www.wikidata.org/entity/Q113673844,Ontologies and Information Sharing,,,,conf/ijcai/ois2001,http://ceur-ws.org/Vol-47/,,
http://www.wikidata.org/entity/Q113511475,"Proceedings of the ONTO-2001 Workshop on Ontologies Vienna, Austria, September 18, 2001.",Workshop Proceedings Onto-2001,48,,Onto-2001,,"Proceedings of the ONTO-2001 Workshop on Ontologies Vienna, Austria, September 18, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-48-6,2001/8/27 0:00,http://ceur-ws.org/Vol-48/,http://www.wikidata.org/entity/Q113673845,ONTO-2001 - Ontologies Workshop,,,,,http://ceur-ws.org/Vol-48/,,
http://www.wikidata.org/entity/Q113511477,"Working Notes of the 2001 International Description Logics Workshop (DL-2001), Stanford, USA, August 1-3, 2001.",Workshop Proceedings DL-2001,49,,DL-2001,conf/dlog/2001,"Working Notes of the 2001 International Description Logics Workshop (DL-2001), Stanford, USA, August 1-3, 2001.",http://www.wikidata.org/entity/Q1860,English,urn:nbn:de:0074-49-4,2001/9/4 0:00,http://ceur-ws.org/Vol-49/,http://www.wikidata.org/entity/Q113673847,DL-2001 2001 International Description Logics Workshop,,,,conf/dlog/dlog2001,http://ceur-ws.org/Vol-49/,,
